"Rango";"Nombre";"ID";"Nivel";"HP";"EXP";"Boss"
"76-80";"Hankie";"7130004";"78";"20000";"400";"NO"
"76-80";"Neo Huroid";"9300148";"79";"24000";"330";"NO"
"76-80";"Iruvata";"7120109";"79";"23500";"750";"NO"
"76-80";"Low Darkstar";"9300267";"80";"10000";"0";"SI"
"76-80";"Giant Snowman (Lvl 3) - Hard";"9400334";"80";"18000";"0";"NO"
"76-80";"Giant Snowman (Lvl 1) - Hard";"9400332";"80";"15000";"0";"NO"
"76-80";"Giant Snowman (Lvl 2) - Hard";"9400333";"80";"16500";"0";"NO"
"76-80";"Balrog";"8830010";"80";"7503000";"0";"SI"
"76-80";"Low Darkstar";"8500004";"80";"10000";"0";"SI"
"76-80";"Witch Bear";"9300374";"80";"50000";"0";"SI"
"76-80";"Giant Snowman (Lvl 4) - Hard";"9400335";"80";"19500";"0";"NO"
"76-80";"Giant Snowman (Lvl 5) - Hard";"9400336";"80";"21000";"0";"NO"
"76-80";"Zoo Balrog";"9500200";"80";"50000";"0";"SI"
"76-80";"Thief Crow";"9001013";"80";"150000";"0";"SI"
"76-80";"Master of Disguise";"9001009";"80";"150000";"0";"SI"
"76-80";"Shadow Kyrin's Clone";"9001008";"80";"70000";"0";"SI"
"76-80";"Mingu";"9300270";"80";"10000";"10";"NO"
"76-80";"Neo Huroid";"9300150";"80";"35000";"390";"NO"
"76-80";"Lycanthrope the Kidnapper";"9300095";"80";"19000";"850";"NO"
"76-80";"Eye of Time";"8200000";"80";"24000";"850";"NO"
"76-80";"Lycanthrope";"9500134";"80";"27000";"850";"NO"
"76-80";"Deet and Roi";"8090000";"80";"175000";"850";"SI"
"76-80";"Hankie";"9500161";"80";"27000";"850";"NO"
"76-80";"Harp";"9500162";"80";"27000";"850";"NO"
"76-80";"Homunscullo";"8110300";"80";"27000";"850";"NO"
"76-80";"Lycanthrope";"8140000";"80";"27000";"850";"NO"
"76-80";"Harp";"8140001";"80";"27000";"850";"NO"
"76-80";"Geist Balrog Phase 1";"9400536";"80";"100000";"1000";"SI"
"76-80";"Wolf Spider";"9400545";"80";"28000";"1200";"NO"
"76-80";"Stormbreaker";"9400581";"80";"38000";"1650";"NO"
"76-80";"Jr. Balrog in Forgotten Shrine";"9300092";"80";"50000";"2000";"SI"
"76-80";"Jr. Balrog";"9500353";"80";"50000";"2000";"SI"
"76-80";"Jr. Balrog";"9300260";"80";"50000";"2000";"NO"
"76-80";"Jr. Balrog";"9500139";"80";"50000";"2000";"SI"
"76-80";"Jr. Balrog";"8130100";"80";"50000";"2000";"SI"
"76-80";"Jr. Balrog";"9300203";"80";"50000";"2000";"SI"
"76-80";"Jr. Balrog in Another World";"9300085";"80";"50000";"2000";"SI"
"76-80";"Grendel the Really Old's Clone";"9001001";"80";"90000";"2400";"SI"
"76-80";"Dances with Balrog's Clone";"9001000";"80";"150000";"2400";"SI"
"76-80";"Athena Pierce's Clone";"9001002";"80";"120000";"2400";"SI"
"76-80";"Dark Lord's Disciple";"9300088";"80";"120000";"2400";"SI"
"76-80";"Shadow Kyrin";"9001004";"80";"130000";"2400";"SI"
"76-80";"Dark Lord's Clone";"9001003";"80";"120000";"2400";"SI"
"76-80";"Manon";"9500174";"80";"205100";"17200";"SI"
"76-80";"Griffey";"9500173";"80";"205100";"17200";"SI"
"76-80";"Targa";"9420542";"80";"60000000";"268800";"SI"
"76-80";"Scarlion Boss";"9420547";"80";"60000000";"268800";"SI"
"81-85";"Eliza";"9303015";"81";"10000";"0";"NO"
"81-85";"Crimson Balrog";"9303013";"81";"10000";"0";"NO"
"81-85";"Leviathan";"9303016";"81";"10000";"0";"NO"
"81-85";"Seruf";"9303014";"81";"10000";"0";"NO"
"81-85";"Gatekeeper Nex";"8120100";"81";"126000";"330";"SI"
"81-85";"Dunas";"8220010";"81";"300000";"3800";"SI"
"81-85";"Frankenroid";"9500354";"81";"660000";"12000";"SI"
"81-85";"Frankenroid";"9300139";"81";"660000";"12000";"SI"
"81-85";"Frankenroid";"9300205";"81";"660000";"12000";"SI"
"81-85";"Frankenroid";"9300151";"81";"660000";"12000";"SI"
"81-85";"Dark Yeti and Pepe";"8140100";"82";"29000";"0";"NO"
"81-85";"Afterlord";"8120102";"82";"29000";"1220";"NO"
"81-85";"Booper Scarlion";"9420538";"82";"28000";"1250";"NO"
"81-85";"Ghost Pirate";"7140000";"83";"30000";"1100";"NO"
"81-85";"Blood Harp";"8140002";"83";"30000";"1100";"NO"
"81-85";"Blood Harp";"9500163";"83";"30000";"1100";"NO"
"81-85";"Eliza";"8220000";"83";"87000";"2800";"SI"
"81-85";"Eliza";"9300204";"83";"87000";"2800";"SI"
"81-85";"Eliza";"9500355";"83";"87000";"2800";"SI"
"81-85";"Eliza";"9500315";"83";"87000";"2800";"SI"
"81-85";"Balrog";"8830007";"84";"3210000";"0";"SI"
"81-85";"Prototype Lord";"8120103";"84";"31000";"1440";"NO"
"81-85";"Angry Frankenroid";"9300140";"84";"850000";"25000";"SI"
"81-85";"Angry Frankenroid";"9300152";"84";"850000";"25000";"SI"
"81-85";"Snack Bar";"9410014";"85";"5000";"0";"NO"
"81-85";"Unknow Snack Bar";"8220008";"85";"5000";"0";"NO"
"81-85";"Gatekeeper Nex";"8120101";"85";"138000";"330";"SI"
"81-85";"Death Teddy";"9500135";"85";"32000";"1300";"NO"
"81-85";"Death Teddy";"7130010";"85";"32000";"1300";"NO"
"81-85";"Goby";"7130020";"85";"17000";"1400";"NO"
"81-85";"Goby in Warped Dimension";"9300097";"85";"17000";"1400";"NO"
"81-85";"Birk";"8140110";"85";"32000";"1420";"NO"
"81-85";"Chimera";"9300206";"85";"96000";"3000";"SI"
"81-85";"Chimera";"8220002";"85";"96000";"3000";"SI"
"81-85";"Chimera";"9500356";"85";"96000";"3000";"SI"
"81-85";"Snack Bar";"8220009";"85";"110000";"3180";"SI"
"81-85";"Snack Bar";"9410015";"85";"230000";"4230";"SI"
"81-85";"Snack Bar";"9300207";"85";"230000";"4230";"SI"
"81-85";"Aufheben";"8220011";"85";"410000";"4300";"SI"
"81-85";"Super-Charged Poison Golem";"9300182";"85";"113500";"17980";"SI"
"81-85";"Super-Charged Poison Golem";"9300201";"85";"113500";"17980";"SI"
"86-90";"Maverick Type A";"8120104";"86";"32000";"1560";"NO"
"86-90";"Dual Ghost Pirate";"7160000";"87";"35000";"1500";"NO"
"86-90";"Vikerola";"9420539";"87";"36000";"2000";"NO"
"86-90";"Black Kentaurus";"8140101";"88";"37000";"1600";"NO"
"86-90";"Black Kentaurus";"9500164";"88";"37000";"1600";"NO"
"86-90";"Blue Kentaurus";"9300263";"88";"37000";"1600";"NO"
"86-90";"Red Kentaurus";"8140102";"88";"37000";"1600";"NO"
"86-90";"Red Kentaurus";"9300262";"88";"37000";"1600";"NO"
"86-90";"Blue Kentaurus";"8140103";"88";"37000";"1600";"NO"
"86-90";"Blue Kentaurus";"9500166";"88";"37000";"1600";"NO"
"86-90";"Black Kentaurus";"9300096";"88";"37000";"1600";"NO"
"86-90";"Red Kentaurus";"9500165";"88";"37000";"1600";"NO"
"86-90";"Black Kentaurus";"9300261";"88";"37000";"1600";"NO"
"86-90";"Dual Birk";"8140111";"88";"37000";"1620";"NO"
"86-90";"Maverick Type S";"8120105";"88";"37000";"1920";"NO"
"86-90";"Master Death Teddy";"7130300";"89";"40000";"1720";"NO"
"86-90";"Maverick Type D";"8120107";"89";"25000";"2064";"NO"
"86-90";"Maverick Type D";"8120106";"89";"40000";"2064";"NO"
"86-90";"Bombing Fish House ";"8140555";"90";"40500";"0";"NO"
"86-90";"Gatekeeper Nex";"8140510";"90";"150000";"330";"SI"
"86-90";"Firebrand";"9400577";"90";"21000";"910";"NO"
"86-90";"Blue Dragon Turtle";"8140700";"90";"40000";"1780";"NO"
"86-90";"Bain";"8140500";"90";"45000";"1800";"NO"
"86-90";"Bain";"9500138";"90";"45000";"1800";"NO"
"86-90";"Firebrand";"9400578";"90";"45000";"2350";"NO"
"86-90";"Witch Bear";"9300376";"90";"96000";"3000";"SI"
"86-90";"Witch Bear";"9300375";"90";"96000";"3000";"SI"
"86-90";"Snowman of Competence";"9300287";"90";"220000";"5200";"SI"
"86-90";"Lilynouch of Competence";"9300290";"90";"220000";"5200";"SI"
"86-90";"Snowman";"8220001";"90";"120000";"5200";"SI"
"86-90";"Crimson Balrog of Competence ";"9300288";"90";"220000";"5200";"SI"
"86-90";"Snipe of Competence ";"9300289";"90";"220000";"5200";"SI"
"86-90";"Snow Yeti";"9500357";"90";"120000";"5200";"SI"
"86-90";"Snowman";"9300208";"90";"120000";"5200";"SI"
"86-90";"Snow Yeti";"9500316";"90";"120000";"5200";"SI"
"86-90";"Blue Mushmom";"8220007";"90";"135000";"5500";"SI"
"86-90";"Oberon";"8220012";"90";"450000";"5500";"SI"
"86-90";"Blue Mushmom";"9400205";"90";"200000";"10000";"SI"
"86-90";"Blue Mushmom";"9300209";"90";"200000";"10000";"SI"
"86-90";"Papulatus";"9500180";"90";"353500";"18200";"SI"
"86-90";"Papulatus";"9500181";"90";"211400";"24647";"SI"
"91-95";"Memory Monk";"8200001";"91";"41000";"1900";"NO"
"91-95";"Imperial Guard";"8140511";"91";"43000";"2280";"NO"
"91-95";"Bone Fish in Warped Dimension";"9300098";"92";"42500";"2000";"NO"
"91-95";"Bone Fish";"8140600";"92";"42500";"2000";"NO"
"91-95";"Red Dragon Turtle";"8140701";"93";"49000";"2100";"NO"
"91-95";"Spirit Viking";"8141000";"93";"50000";"2100";"NO"
"91-95";"Royal Guard";"8140512";"93";"50000";"2520";"NO"
"91-95";"Squid";"8141300";"94";"46000";"2200";"NO"
"91-95";"Memory Monk Trainee";"8200002";"94";"45000";"2200";"NO"
"91-95";"Gallopera";"9420540";"94";"43000";"2500";"NO"
"91-95";"Nibelung";"8220013";"95";"240000";"0";"SI"
"91-95";"Nibelung";"8220014";"95";"240000";"0";"SI"
"91-95";"Rexton";"8140702";"95";"50000";"2280";"NO"
"91-95";"Phantom Watch";"8142000";"95";"53000";"2300";"NO"
"91-95";"Elderwraith";"9400580";"95";"51000";"2480";"NO"
"91-95";"G. Phantom Watch";"9500137";"95";"53000";"2800";"NO"
"91-95";"Male Boss";"9400122";"95";"85000";"5500";"SI"
"91-95";"Male Boss";"9400120";"95";"85000";"5500";"SI"
"91-95";"Geist Balrog Phase 3";"9400514";"95";"1500000";"5600";"SI"
"91-95";"Nibelung";"8220015";"95";"240000";"6340";"SI"
"96-100";"Red Wyvern";"8810019";"97";"53000";"800";"SI"
"96-100";"Red Wyvern 1 in Cave";"9300069";"97";"53000";"800";"NO"
"96-100";"Red Wyvern 2 in Cave";"9300070";"97";"53000";"800";"NO"
"96-100";"Red Wyvern";"8150300";"97";"53000";"2500";"NO"
"96-100";"Risell Squid";"8142100";"97";"49000";"2500";"NO"
"96-100";"Brexton";"8140703";"97";"55000";"2500";"NO"
"96-100";"Memory Guardian";"8200003";"98";"53000";"2600";"NO"
"96-100";"Gigantic Spirit Viking";"8141100";"98";"58000";"2600";"NO"
"96-100";"Gigantic Viking";"9500136";"98";"58000";"2600";"NO"
"96-100";"Lion Statue B";"9300030";"99";"800000";"0";"SI"
"96-100";"Lion Statue A";"9300029";"99";"1000000";"0";"SI"
"96-100";"Grim Phantom Watch";"8143000";"99";"60000";"2800";"NO"
"96-100";"Time Sphere";"8500000";"100";"16000";"0";"SI"
"96-100";"Knight Statue B";"9300032";"100";"900000";"0";"SI"
"96-100";"Knight Statue A";"9300031";"100";"900000";"0";"SI"
"96-100";"The Dangerous Tree of the Maze";"9300295";"100";"10000";"1";"SI"
"96-100";"The Cool Shade of the Maze";"9300296";"100";"10000";"1";"SI"
"96-100";"Mirror Ghost";"9400564";"100";"0";"1";"NO"
"96-100";"Gift Box";"9500198";"100";"5";"10";"NO"
"96-100";"Destroyed Doll";"9500301";"100";"10";"12";"NO"
"96-100";"Busted Doll";"9500300";"100";"10";"12";"NO"
"96-100";"Fire Steed";"9500193";"100";"0";"12";"NO"
"96-100";"Pumpkin Knight";"9500192";"100";"10";"12";"NO"
"96-100";"Toy Clown";"9500199";"100";"10";"12";"NO"
"96-100";"Green Cornian";"8810022";"100";"56000";"1000";"SI"
"96-100";"Green Cornian1 in Cave";"9300065";"100";"56000";"1000";"NO"
"96-100";"Green Cornian 2 in Cave";"9300066";"100";"56000";"1000";"NO"
"96-100";"Geist Balrog Phase 2";"9400537";"100";"300000";"1100";"SI"
"96-100";"Green Cornian";"8150200";"100";"56000";"3000";"NO"
"96-100";"Shark";"8150100";"100";"56000";"3000";"NO"
"96-100";"Shark in Warped Dimension";"9300099";"100";"56000";"3000";"NO"
"96-100";"Dreamy Ghost";"9400013";"100";"68000";"3200";"NO"
"96-100";"Typhon";"9400574";"100";"56000";"3200";"NO"
"96-100";"Crimson Balrog";"8150000";"100";"100000";"3500";"SI"
"96-100";"Advanced Manon";"9300291";"100";"560000";"3500";"SI"
"96-100";"Crimson Balrog";"9300210";"100";"100000";"3500";"SI"
"96-100";"Crimson Balrog";"9500358";"100";"100000";"3500";"SI"
"96-100";"Crimson Balrog the Kidnapper";"9300094";"100";"50000";"3500";"SI"
"96-100";"Advanced Griffey";"9300292";"100";"560000";"3500";"SI"
"96-100";"Crimson Balrog";"9500140";"100";"100000";"3500";"SI"
"96-100";"Advanced Leviathan";"9300293";"100";"560000";"3500";"SI"
"96-100";"Advanced Pianus";"9300294";"100";"560000";"3500";"SI"
"96-100";"Nightshadow";"9400579";"100";"70000";"3600";"NO"
"96-100";"Master Guardian";"9400594";"100";"7000000";"10000";"SI"
"96-100";"Black Bird";"9400599";"100";"100000";"11000";"NO"
"96-100";"Capt. Latanica";"9420513";"100";"2000000";"210000";"SI"
"96-100";"Angry Targa";"9420543";"100";"90000000";"403200";"SI"
"96-100";"Angry Scarlion Boss";"9420548";"100";"90000000";"403200";"SI"
